PLU,ARTICLE,ARTICLE DESCRIPTION,PRICE
8386,1414776,HA ORGANIC NUTMEG POWDER AG,3475
8387,1414777,HA ORGANIC NUTMEG WHOLE WO SHELL AG,3159
8388,1414778,HA ORGANIC ONION FLAKES AG,1344
8389,1414779,HA ORGANIC ONION POWDER AG,874
8390,1414780,HA ORGANIC ORANGE PEEL CUT AG,761
8391,1414781,HA ORGANIC PARSLEY AG,2867
8392,1414782,HA ORGANIC PEARL MILLET FLOUR AG,159
8393,1414783,HA ORGANIC PEARL MILLET WHOLE BAJARA AG,132
8394,1414784,HA ORGANIC PERI PERI AG,2070
8395,1414785,HA ORGANIC POPPY SEEDS AG,6483
8396,1414786,HA ORGANIC QUINOA FLOUR AG,750
8397,1414787,HA ORGANIC QUINOA SEEDS AG,706
8398,1414788,HA ORGANIC RAGI FLOUR AG,243
8399,1414789,HA ORGANIC RAGI WHOLE AG,198
8400,1414790,HA ORGANIC RED CHILI FLAKES JAR 50G AG,162
8401,1414791,HA ORGANIC RED CHILI POWDER TEJA AG,1689
8402,1414792,HA ORGANIC RED CHILLI FLAKES AG,1505
8403,1414793,HA ORGANIC RED CHILLI POWDER AG,1123
8404,1414794,HA ORGANIC RED CHILLI WHOLE TEJA AG,1620
8405,1414795,HA ORGANIC REFRESHING CHAI MASALA AG,3435
8406,1414796,HA ORGANIC ROSE PETALS AG,3759
8407,1414797,HA ORGANIC ROSEMARY AG,5610
8408,1414798,HA ORGANIC SAFFRON 1G AG,622
8409,1414799,HA ORGANIC SESAME NATURAL WHITE AG,733
8410,1414800,HA ORGANIC SHAHJEERA AG,2100
8411,1414801,HA ORGANIC SICHUAN PEPPERCORN AG,3285
8412,1414802,HA ORGANIC SORGHUM FLOUR AG,208
8413,1414803,HA ORGANIC SORGHUM WHOLE JAWAR AG,154
8414,1414804,HA ORGANIC SRILANKAN CINNAMON QUILLS AG,7728
8415,1414805,HA ORGANIC STAR ANIS WHOLE AG,6023
8416,1414806,HA ORGANIC SUMAC AG,4024
8417,1414807,HA ORGANIC THYME AG,3841
8418,1414808,HA ORGANIC TURMERIC FINGER AG,939
8419,1414809,HA ORGANIC TURMERIC POWDER AG,962
8420,1414810,HA ORGANIC WELLNESS TREAT AG,2520
8421,1414811,HA ORGANIC WH PEPPER CRUSHR JAR 50G AG,328
8422,1414812,HA ORGANIC WHEAT FLOUR AG,179
8423,1414813,HA ORGANIC WHEATGRASS POWDER AG,4938
8424,1414814,HA ORGANIC WHITE PEPPER POWDER AG,4399
8425,1414815,HA ORGANIC WHITE PEPPER WHOLE AG,4383
8426,1414816,HA PANI PURI MASALA AG KG,2079
8427,1414817,HA PANI PURI POWDER AG,1890
8428,1414818,HA PAV BHAJI MASALA AG,1871
8429,1414819,HA PAV BHAJI MASALA AG KG,1871
8430,1414820,HA PERI PERI POWDER AG KG,4248
8431,1414821,HA PINK SALT CRYSTAL JAR 140G AG,186
8432,1414822,HA PIZZA SEASONING AG,2730
8433,1414823,HA PIZZA SEASONING AG KG,2730
8434,1414824,HA PUNJABI KADHI MASALA AG,2079
8435,1414825,HA PUNJABI KADHI MASALA AG KG,2079
8436,1414826,HA PUNJABI PICKLE MASALA AG,2079
8437,1414827,HA PUNJABI PICKLE MASALA AG KG,2079
8438,1414828,HA RAITA MASALA AG,2310
8439,1414829,HA RAJMA MASALA AG,2885
8440,1414830,HA RAJMA MASALA AG KG,2885
8441,1414831,HA RAS EL HANOUT AG KG,2940
8442,1414832,HA RASAM POWDER AG KG,1890
8443,1414833,HA SAMBHAR MASALA AG,1707
8444,1414834,HA SAMBHAR MASALA AG KG,1707
8445,1414835,HA SAUDI BAHARAT AG KG,2576
8446,1414836,HA SRILANKAN CURRY POWDER KG,2177
8447,1414837,HA SUN DRIED TOMOTOS AG,2733
8448,1414838,HA SWEET BASIL SEEDS SABJA SEEDS KG,2896
8449,1414839,HA SWEET PAPRIKA AG,3594
8450,1414840,HA TAMARIND POWDER AG,1928
8451,1414841,HA TANDOORI MASALA AG,3751
8452,1414842,HA TANDOORI MASALA AG KG,3751
8453,1414843,HA THAI GREEN CURRY POWDER AG,3417
8454,1414844,HA THAI GREEN CURRY POWDER AG KG,3417
8455,1414845,HA THAI RED CURRY POWDER AG,4396
8456,1414846,HA THAI RED CURRY POWDER AG KG,4396
8457,1414847,HA THAI YELLOW CURRY POWDER AG,2520
8458,1414848,HA THAI YELLOW CURRY POWDER AG KG,2520
8459,1414849,HA TOMOTO POWDER AG,1618
8462,1414852,HA VINDALOO AG KG,1890
8463,1414853,HA YELLOW CHILI POWDER AG,2646
8464,1414854,HA ZAATAR SPICE AG,2675
8465,1414855,HA ZAATAR SPICE AG KG,2675
8466,1414856,HA NK ORGANIC KOKAM KG,1418
8467,1414857,HA NK BLACK STONE FLOWER KG,1499
8468,1414858,HA NATURAL SPIRULINA POWDER AG,7797
8469,1414859,HA ORGANIC HONEY 250G AG,718
8470,1414860,HA NAT HIMALAYA PINKSALT POWDER AG,420
8471,1414861,HA NATURAL BLACK SALT CRYSTAL AG,336
8472,1414862,HA NATURAL BLACK SALT POWDER AG,353
8473,1414863,HA NATURAL HIMALAYAN PINK SALT AG,420
8474,1414864,HA NATURAL HIMALAYAN PINK SALT SLAB AG,1841
8475,1414865,HA NATURAL LAKE SALT CRYSTAL AG,287
8476,1414866,HA NATURAL LAKE SALT POWDER AG,312
8477,1414867,HA NATURAL ROCK SALT POWDER AG,363
8478,1414868,HA NATURAL SEA SALT CRYSTAL AG,84
8479,1414869,HA NATURAL SEA SALT POWDER AG,88
8482,1414872,HA DILL LEAVES,1080
8483,1414873,HA AJWA DATES KG,2646
8486,1414876,NC MORINGA LATTE MIX 100GM,285
8487,1414877,COHOMA ROASTED COFFEE ARABICA 100G,330
8488,1414878,COHOMA ROASTED COFFEE ARABICA 250G,695
8489,1414879,COHOMA ROASTED COFFEE ARABICA 500G,1075
8490,1414880,COHOMA ROASTED COFFEE ARABICA 1KG,1775
8491,1414881,COHOMA ROASTED COFFEE BOLD ARABICA 100G,330
8492,1414882,COHOMA ROASTED COFFEE BOLD ARABICA 250G,695
8493,1414883,COHOMA ROASTED COFFEE BOLD ARABICA 500G,1075
8494,1414884,COHOMA ROASTED COFFEE BOLD ARABICA 1KG,1775
8495,1414885,COHOMA ROASTD COFFEE INTENS ARABICA 100G,330
8496,1414886,COHOMA ROASTD COFFEE INTENS ARABICA 250G,695
8497,1414887,COHOMA ROASTD COFFEE INTENS ARABICA 500G,1075
8498,1414888,COHOMA ROASTD COFFEE INTENS ARABICA 1KG,1775
8499,1414889,COHOMA ROASTD COFFEE FRENCH VANILLA 100G,390
8500,1414890,COHOMA ROASTD COFFEE FRENCH VANILLA 250G,845
8501,1414891,COHOMA ROASTD COFFEE FRENCH VANILLA 500G,1395
8502,1414892,COHOMA ROASTD COFFE FRENCH VANILLA 1KG,2425
8503,1414893,COHOMA ROASTD COFFEE CINAMN HAZLNUT 100G,390
8504,1414894,COHOMA ROASTD COFFE CINNAMN HAZLNUT 250G,845
8505,1414895,COHOMA ROASTD COFFE CINNAMN HAZLNUT 500G,1395
8506,1414896,COHOMA ROASTED COFFEE CINNAMN HAZLNT 1KG,2425
8507,1414897,COHOMA INTRNATIONL COFFEE ETHIOPIAN 100G,1125
8508,1414898,COHOMA INTRNATIONL COFFEE ETHIOPIAN 250G,2800
8509,1414899,COHOMA INTRNATIONL COFFEE ETHIOPIAN 500G,4750
8510,1414900,COHOMA INTERNATIONL COFFEE ETHIOPIAN 1KG,8750
8511,1414901,COHOMA INTRNTL COFFEE COLMBIN DECAF 100G,1125
8512,1414902,COHOMA INTRNTL COFFEECOLMBIAN DECAF 250G,2800
8513,1414903,COHOMA INTRNTLCOFFEE COLMBIAN DECAF 500G,4750
8514,1414904,COHOMA INTRNTL COFFEE COLMBIAN DECAF 1KG,8750
8515,1414905,COHOMA POUR OVER CRYSTAL EYE DRIPPER,1499
8516,1414906,COHMA POUR OVER PAPER FILTERS 50 PCS,1199
8517,1414907,COHOMA FRENCH PRESS  U 450 ML,1795
8518,1414908,COHOMA PURE BREW FILTER,295
8543,1415139,HA DRY ALOE VERA KG,1654
8544,1415140,HA PINE NUT WHOLE KG,1080
8545,1415141,HA ALMOND FLOUR KG,1654
8546,1415142,HA TRAIL MIX BERRIES SEEDS KG,1323
8547,1415143,HA TRAIL MIX NUTS KG,1654
8548,1415144,HA TRAIL MIX FRUITS KG,1785
8549,1415145,HA TRAIL MIX PARTY KG,2494
8550,1415146,HA NK ANJIR KG,3859
8551,1415147,HA NK ANJIR SPECIAL KG,3859
8552,1415148,HA NK PINENUTS KG,1029
8553,1415149,HA NK AKROD MAGAZ CALIFORNIA KG,3903
8554,1415150,HA NK PRUNES KG,1764
8555,1415151,HA NK PISTA SLICED KG,4620
8556,1415152,HA NK PISTA MAGAJ KG,4515
8557,1415153,HA NK PISTA IRANI KG,2604
8558,1415154,HA NK PISTA AKBARI KG,3594
8559,1415155,HA NK PINEAPPLE DRIED KG,1257
8560,1415156,HA NK PECAN NUTS KG,4830
8561,1415157,HA NK ORANGE PAPAD KG,1235
8562,1415158,HA NK MIXED DRYFRUITS KG,1890
8563,1415159,HA NK MIX SEEDS KG,1080
8564,1415160,HA NK MANUKA SEEDLESS KG,1176
8565,1415161,HA NK MANUKA SUPREME KG,1176
8566,1415162,HA NK MANGO DRIED KG,1389
8567,1415163,HA NK MAKHANA SALTED KG,2205
8568,1415164,HA NK MAKHANA PERI PERI KG,2205
8569,1415165,HA NK MAKHANA PEPPER KG,2205
8570,1415166,HA NK MAKHANA MASALA KG,2205
8571,1415167,HA NK MAKHANA KG,1838
8572,1415168,HA NK MACADMIA NUTS KG,7140
8573,1415169,HA NK KISHMISH SANDHUKHANI KG,2573
8574,1415170,HA NK KISHMISH CHOCO KG,1985
8575,1415171,HA NK KISHMISH AFGAN KG,1985
8576,1415172,HA NK KISHMISH KG,662
8577,1415173,HA NK KHARIK SORI TUKDA KG,1411
8578,1415174,HA NK KHARIK SORI KG,1363
8579,1415175,HA NK KHARIK POWDER KG,924
8580,1415176,HA NK KHARIK KG,838
8581,1415177,HA NK KHARIK TUKDA KG,870
8582,1415178,HA NK KALINGAD MAGAJ KG,874
8583,1415179,HA NK KAJU SUPREME KG,1790
8584,1415180,HA NK KAJU PUDINA KG,2415
8585,1415181,HA NK KAJU PREMIUM KG,1190
8586,1415182,HA NK KAJU PERI PERI KG,2536
8587,1415183,HA NK KAJU PAKLI KG,1612
8588,1415184,HA NK KAJU MASALA KG,2415
8589,1415185,HA NK KAJU KHARA KG,2310
8590,1415186,HA NK KAJU CLASSIC KG,1654
8591,1415187,HA NK KAJU CHOCO KG,2536
8592,1415188,HA NK KAJU CHEESE KG,2536
8593,1415189,HA NK JARDALU SEEDLESS KG,2480
8594,1415190,HA NK JARDALU KG,2310
8595,1415191,HA NK HAZELNUTS KG,2478
8596,1415192,HA NK GUZZI BERRIES KG,1654
8597,1415193,HA NK GUAVA DRIED KG,1367
8598,1415194,HA NK DRY GINGER KG,1367
8599,1415195,HA NK DRY AWLA SUGARFREE KG,1302
8600,1415196,HA NK DATES SEEDLESS RED KG,485
8601,1415197,HA NK DATES SEEDLESS BLACK KG,970
8602,1415198,HA NK DATES SAFAVI KG,1344
8603,1415199,HA NK DATES OMAN KG,924
8604,1415200,HA NK DATES MARIYAM KG,1874
8605,1415201,HA NK DATES JORDAN KG,3021
8606,1415202,HA NK CRANBERRIES SLICED KG,1428
8607,1415203,HA NK CRAN BERRIES KG,1428
8608,1415204,HA NK DRIED CHERRY KG,1323
8609,1415205,HA NK BRAZIL NUTS KG,4851
8610,1415206,HA NK BLUE BERRIES KG,3815
8611,1415207,HA NK BADAM SUPREME KG,1680
8612,1415208,HA NK BADAM SLICED KG,2536
8613,1415209,HA NK BADAM SALTED KG,2205
8614,1415210,HA NK BADAM PLAIN ROASTED KG,2205
8615,1415211,HA NK BADAM MAMRA SUPREME KG,6505
8616,1415212,HA NK BADAM MAMRA PREMIUM KG,5292
8617,1415213,HA NK BADAM COCKTAIL KG,2415
8618,1415214,HA NK BADAM CHOCOLATE KG,3413
8619,1415215,HA NK BADAM CARAMEL KG,2205
8620,1415216,HA NK BADAM BARBEQUE KG,2536
8621,1415217,HA NK AWLA CANDY KG,882
8622,1415218,HA NK ANJEER KHAJUR SF QUBES KG,1929
8623,1415219,HA NK KISMIS ABJOSH KG,1911
8624,1415220,HA NK APRICOT GOLDEN KG,2335
8625,1415221,HA NK AKROD CALIFORNIA SHELL KG,1651
8626,1415222,HA NK AKROD MAGAZ KASHMIR KG,2867
8627,1415223,HA NK AKROD CHILLI KG,2380
8628,1415224,HA NK AKROD CARAMEL KG,3793
8629,1415225,HA NK AAM PAPAD KG,1176
8630,1415226,HA NK SUNFLOWER SEEDS KG,551
8631,1415227,HA NK PUMPKIN SEEDS SALTED KG,1155
8632,1415228,HA NK PUMPKIN SEEDS BARBRQUE KG,1323
8633,1415229,HA NK PUMPKIN SEEDS KG,1029
8634,1415230,HA NK MAKHANA CHEESE KG,2205
8635,1415231,HA NK CHIA SEEDS KG,882
8636,1415232,HA NK CHAROLI KG,2051
8637,1415267,Mahamango 1pc,399
8640,1371275,SFP RAW TURKEY KG,1299
8641,1371278,SFP ROAST AND STUFFED CHICKEN KG,799
8791,1415451,HA Organic Strawberries 200g,199
8801,1415587,Tomato Black Cherry,49
8802,1415588,Tomato Juliet,49
8803,1415589,Tomatoes Cherry  Mix,49
8804,1415590,Tomato Sun Peach,49
8805,1415591,Tomato Sungold,49
8806,1415592,Tomatoes Purple,49
8807,1415593,Tomato Cherry Sungreen,49
8809,1000951,POMEGRANATE PACK,299
8829,1000939,PEACH KG,1999
8849,1415871,EPIGAMIA REGULAR YOGURT N TOPPINGS,150
8850,1415872,EPIGAMIA COCONUT YOGURT N TOPPINGS,175
8851,1415873,EPIGAMIA REGULAR DIP N ROASTED CHIPS,200
8852,1415874,EPIGAMIA VEGAN PESTO DIP N ROASTED CHIPS,225
8853,1415875,EPIGAMIA SMOOTHIE BOWL,200
8854,1415876,EPIGAMIA VEGAN SMOOTHIE BOWL,250
8855,1415877,EPIGAMIA DRINKABLE SMOOTHIES,200
8856,1415878,EPIGAMIA DRINKABLE VEGAN SMOOTHIES,225
8857,1415879,EPIGAMIA FRESH WAFFLES WITH YOGURT,225
8896,1000869,KNOOL KHOL,75
8991,1368645,TOMATO COUNTRY,139
8993,1416836,EURO GOURMET SMOKED TURKEY BREAST 3KG,3350
8994,1416837,EURO GOURMET SMOKED TURKEY HAM 2.5 KG,3350
8995,1416838,EURO GOURMET TURKEY PASTRAMI 3KG,3350
8996,1416839,EURO GOURMET TURKEY BACON SLICED 1KG,3350
8997,1416840,CASAPONSA SERRANO HAM BLOCK 5KG,3350
8998,1416841,ANGIOLETTO PROSCIUTTO CRUDO 6.5KG,4499
8999,1416842,CAVOUR SAN DANIELLE HAM 8KG,4499
9000,1416843,ANGIOLETTO PARMA HAM 8KG,4499
9002,1416844,CAVOUR COPPA PARMA  1KG,3350
9003,1416845,CAVOUR PORK MORTADELLA 4KG,2799
9004,1416846,CAVOUR PORK MORTADELLA WITH PISTA 4KG,2799
9005,1416847,CAVOUR COOKED HAM 4KG,2299
9006,1416848,CAVOUR SALAMI MILANO 2.5KG,2799
9008,1416849,CAVOUR SALAME NAPOLI 1.5KG,2799
9010,1416850,CAVOUR SALAMI WITH BLACK TRUFFLE KG,3350
9011,1416851,CAVOUR AS TRAY PARMA MILANO CHORIZO 100G,799
9012,1416852,D ARFIGRAL PORK GREEN PEPPER PATE 300G,999
9013,1416853,D ARFIGRAL PORK PISTACHIO PATE 300G,999
9014,1416854,D ARFIGRAL PORK HAZELNUT PATE 300G,999
9015,1416855,D ARFIGRAL PORK CRANBERRY PATE 300G,999
9016,1416856,D ARFIGRAL PORK DRIED TOMATOES PATE 300G,999
9017,1416857,D ARFIGRAL POR ALMOND AMARETTO PATE 300G,999
9018,1416858,D ARFIGRALPORK PATE WITH APPLES 300,999
9019,1416859,D ARFIGRAL PORK CITRUS PATE 300G,999
9020,1416860,D ARFIGRAL PORK MUSHROOM CREAM PATE 300G,999
9021,1416861,D ARFIGRAL PORK CHORIZO PATE 300G,999
9022,1416862,CAVOUR BAROLINO SALAMI W RED WINE 300G,999
9199,1417591,NBSIS CHICKEN BASIL PASTO MARINATION KG,720
9200,1417592,NBSIS CHICKEN CHAPALI MARINATION KG,720
9201,1417593,NBSIS CHICKEN LAHORI MARINATION KG,720
9202,1417594,NBSIS CHICKEN MALAI TIKKA MARINATION KG,720
9203,1417595,NBSIS CHICKEN MIX HERB MARINATION KG,720
9204,1417596,NBSIS CHICKEN TANDOORI MARINATION KG,720
9205,1417597,NBSIS AFGANI TANGDI MAR,1049
9206,1417598,NBSIS AJWAIN FISH TIKKA MAR,1450
9207,1417599,NBSIS ASIAN SEA BASS FILLETS KG,1399
9208,1417600,NBSIS ATLANTIC SALMON FILLETS KG,4599
9210,1417602,NBSIS ATLANTIC SALMON STEAKS KG,3499
9212,1417604,NBSIS ATLANTIC SALMON WHOLE KG,3499
9213,1417605,NBSIS BASA FILLET KG,899
9215,1417607,NBSIS BASA GOLDEN FRY MAR,990
9216,1417608,NBSIS BHETKI FISH,1049
9217,1417609,NBSIS BLACK POMFRET KG,1299
9219,1417611,NBSIS BOMBAY DUCK CLEANED KG,999
9220,1417612,NBSIS BOMBAY DUCK WHOLE KG,999
9222,1417614,NBSIS CATLA WHOLE KG,319
9224,1417616,NBSIS CHI HERBS GRILLS BREAST B/L,699
9225,1417617,NBSIS CHI SALAMI HERS CONDIMENTS,699
9226,1417618,NBSIS CHI TANDOORE HOT SPICY SEEKH KEB,699
9227,1417619,NBSIS CHIC SAUSAGE  HERBS CONDIMENTS,699
9228,1417620,NBSIS CHICKEN  SCHEZWAN MAR,699
9229,1417621,NBSIS CHICKEN BREAST BONE LESS KG,399
9231,1417623,NBSIS CHICKEN CHILLI RTE,699
9232,1417624,NBSIS CHICKEN CURRY CUT KG,299
9234,1417626,NBSIS CHICKEN DRUMSTICKS KG,449
9235,1417627,NBSIS CHICKEN DRUMSTICKS MAR,699
9237,1417629,NBSIS CHICKEN GRILL  RTE,490
9238,1417630,NBSIS CHICKEN JAMICAN MAR,699
9239,1417631,NBSIS CHICKEN KHEEMA KG,449
9241,1417633,NBSIS CHICKEN LEG BONELESS KG,469
9242,1417634,NBSIS CHICKEN LEG KG,449
9243,1417635,NBSIS CHICKEN LEG RTE,699
9245,1417637,NBSIS CHICKEN LIVER KG,169
9247,1417639,NBSIS CHICKEN LOLLYPOP MAR,399
9248,1417640,NBSIS CHICKEN MALAI SEEKH KEBAB,699
9249,1417641,NBSIS CHICKEN MALAI TIKKA RTE,699
9250,1417642,NBSIS CHICKEN MURG MALAI MAR,699
9251,1417643,NBSIS CHICKEN PEPPERY SALAMI CLASSIC,699
9252,1417644,NBSIS CHICKEN PERI PERI MAR,699
9253,1417645,NBSIS CHICKEN PUNJABI SEEKH KEBAB,699
9254,1417646,NBSIS CHICKEN RESHMI KEBAB,699
9255,1417647,NBSIS CHICKEN TANDOORI MAR,699
9256,1417648,NBSIS CHICKEN TIKKA RTE,699
9257,1417649,NBSIS CHICKEN WINGS KG,379
9258,1417650,NBSIS CHIKN TANDORI BIRD 700 - 900 GM,399
9259,1417651,NBSIS CHINESE POMFRET WHOLE KG,1399
9260,1417652,NBSIS CRAB KG,1059
9261,1417653,NBSIS FISH  SCHEZWAN MAR,1250
9262,1417654,NBSIS FISH KOLIWADA MAR,1250
9263,1417655,NBSIS FRESH ANCHOVY KG,999
9264,1417656,NBSIS FRESH COUNTRY CHICKEN KG,599
9265,1417657,NBSIS FRESH PEKIN DUCK KG,699
9266,1417658,NBSIS FRESH QUAIL KG,99
9267,1417659,NBSIS FRESH RABBIT KG,999
9268,1417660,NBSIS FRESH TURKEY KG,899
9269,1417661,NBSIS GHOL FILLETS KG,1299
9270,1417662,NBSIS GHOL STEAKS KG,899
9271,1417663,NBSIS HALIBUT FISH,690
9272,1417664,NBSIS HILSA WHOLE KG,2299
9273,1417665,NBSIS LADY FISH WHOLE CLEAN KG,1899
9274,1417666,NBSIS LADY FISH WHOLE KG,1899
9275,1417667,NBSIS LOBSTER MEDIUM KG,2299
9276,1417668,NBSIS MACKEREL WHOLE KG,280
9278,1417670,NBSIS MUTTON BONELESS KG,1499
9280,1417672,NBSIS MUTTON CHOPS KG,1299
9283,1417675,NBSIS MUTTON CURRY CUT KG,799
9284,1417676,NBSIS MUTTON LEG WHOLE KG,1399
9285,1417677,NBSIS MUTTON LIVER KG,999
9287,1417679,NBSIS MUTTON MINCE KG,1499
9289,1417681,NBSIS MUTTON NALI NAHRI KG,899
9290,1417682,NBSIS MUTTON NALIHARI MAR,1049
9291,1417683,NBSIS MUTTON PAYA PC,149
9292,1417684,NBSIS MUTTON PUNJABI SEEKH KEBAB,699
9293,1417685,NBSIS MUTTON SEEKH KEBAB MAR,1290
9294,1417686,NBSIS MUTTON SHAMMI KEBAB MAR,1350
9295,1417687,NBSIS MUTTON SHOULDER WHOLE KG,1299
9296,1417688,NBSIS MUTTON SOUP BONE,799
9297,1417689,NBSIS OCTOPUS,799
9298,1417690,NBSIS PEELED N DEVEINED LARGE KG,2400
9300,1417692,NBSIS PEELED N DEVEINED MEDIUM KG,1299
9302,1417694,NBSIS PEELED N DEVEINED SMALL KG,1299
9303,1417695,NBSIS POMFRET MAR,1950
9304,1417696,NBSIS PRAWNS KOLIWADA MAR,1600
9305,1417697,NBSIS RAWAS FILLETS KG,2800
9307,1417699,NBSIS RAWAS MAR,2250
9308,1417700,NBSIS RAWAS SMALL WHOLE KG,659
9309,1417701,NBSIS RAWAS STEAKS KG,920
9311,1417703,NBSIS RED SNAPPER FILLETS KG,1199
9312,1417704,NBSIS RED SNAPPER STEAKS KG,899
9313,1417705,NBSIS RED SNAPPER WHOLE KG,999
9314,1417706,NBSIS RIVER SOLE WHOLE,899
9315,1417707,NBSIS RIVER SOLO FILLET,690
9316,1417708,NBSIS ROHU STEAKS KG,299
9318,1417710,NBSIS ROHU WHOLE KG,299
9320,1417712,NBSIS ROOPCHAND WHOLE KG,299
9321,1417713,NBSIS SARDINE WHOLE KG,449
9322,1417714,NBSIS SEA BASS STEAKS KG,899
9323,1417715,NBSIS SEABASS WHOLE KG,1049
9324,1417716,NBSIS SHARK WHOLE KG,899
9325,1417717,NBSIS SINGHARA FILLET,1299
9326,1417718,NBSIS SINGHARA FISH,799
9327,1417719,NBSIS SQUID WHOLE CLEAN KG,999
9328,1417720,NBSIS SQUID WHOLE KG,999
9329,1417721,NBSIS SURMAI FILLET KG,2499
9331,1417723,NBSIS SURMAI MAR,2250
9332,1417724,NBSIS SURMAI SMALL WHOLE KG,1899
9333,1417725,NBSIS SURMAI STEAKS KG,1150
9335,1417727,NBSIS TIGER PRAWNS 10 COUNT KG,1999
9336,1417728,NBSIS TIGER PRAWNS 20 COUNT KG,1499
9337,1417729,NBSIS TIGER PRAWNS 30 COUNT KG,1499
9338,1417730,NBSIS TIGER PRAWNS 40 COUNT KG,1199
9339,1417731,NBSIS TILAPIA FILLETS KG,499
9340,1417732,NBSIS TILAPIA WHOLE KG,249
9341,1417733,NBSIS TUNA WHOLE KG,499
9343,1417735,NBSIS WHITE POMFRET EXTRA LARGE KG,2200
9344,1417736,NBSIS WHITE POMFRET LARGE KG,1599
9345,1417737,NBSIS WHITE POMFRET MEDIUM KG,1599
9347,1417739,NBSIS WHITE POMFRET SMALL KG,1499
9348,1417740,NBSIS WHITE POMFRET SUPER LARGE KG,1999
9349,1417741,NBSIS WHITE PRAWNS LARGE KG,1499
9350,1417742,NBSIS WHITE PRAWNS SMALL KG,475
9352,1417744,NBSIS WHOLE CHICKEN SKIN LESS KG,329
9353,1417745,NBSIS WHOLE CHICKEN WITH SKIN KG,299
9675,1418129,TBB ASSORTED BAKLAVA BOX 250G,750
9676,1418130,TBB ASSORTED BAKLAVA BOX 500G,1500
9677,1418131,TBB ASSORTED BAKLAVA BOX 750G,2250
9678,1418132,TBB REGALIA GB WITH ASSORTED BAKLAVAS,1610
9679,1418133,TBB ALMOND TART BAKLAVA,2600
9680,1418134,TBB CASHEW SQUARE BAKLAVA,2800
9681,1418135,TBB CLASSIC PISTACHIO BAKLAVA,3400
9682,1418136,TBB MIXED TART BAKLAVA,2800
9683,1418137,TBB CASHEW TART BAKLAVA,2600
9684,1418138,TBB FINGER BAKLAVA,2400
9685,1418139,TBB PISTACHIO SQUARE BAKLAVA,3800
9686,1418140,TBB PYRAMID BAKLAVA,2400
9687,1418141,TBB PISTACHIO TART BAKLAVA,3400
9688,1418142,TBB CHOCOLATE SQUARE BAKLAVA,2400
9689,1418143,TBB RABRI MEDJOOL DATES 25G,120
9690,1418144,TBB GULKAND MEDJOOL DATES 25G,120
9691,1418145,TBB MANGO MEDJOOL DATES 25G,120
9692,1418146,TBB COFFEE MEDJOOL DATES 25G,120
9693,1418147,TBB CASHEW MEDJOOL DATES 25G,100
9694,1418148,TBB PISTACHIO MEDJOOL DATES 25G,100
9695,1418149,TBB ALMOND MEDJOOL DATES 25G,100
9696,1418150,TBB WALNUT MEDJOOL DATES 25G,100
9697,1418151,TBB BURMA PISTACHIO BAKLAVA,120
9698,1418152,TBB ALMOND MILK MAID KUNAFA,400
9699,1418153,TBB CASHEW KUNAFA,350
9700,1418154,TBB PISTA KUNAFA,450
9701,1418155,TBB BURMA CASHEW BAKLAVA,90
9702,1418156,TBB ANKARA DOLMA BAKLAVA,80
9703,1418157,TBB PISTA ROLL BAKLAVA,80
9704,1418158,TBB PISTA RING BAKLAVA,60
9705,1418159,TBB CHOCOLATE DIAMOND BAKLAVA,55
9706,1418160,TBB CHOCOLATE RING BAKLAVA,45
9707,1418161,TBB CHOCOLATE FINGER BAKLAVA,25
9708,1418162,TBB CLASSIC WALNUT BAKLAVA,80
9709,1418163,TBB WALNUT KUNAFA,400
9710,1418239,EDIBLE FLOWER MIX,99
9716,1418298,BABY SPINACH,79
9750,1418250,CON ASPARAGUS GREEN,599
9752,1418252,CON BABY CORN,55
9754,1418254,CON CABBAGE RED,199
9763,1418263,CON BROCCOLI,399
9764,1418264,CON CELERY,239
9765,1418265,CON CABBAGE CHINESE,299
9766,1418266,CON LETTUCE ICEBERG,249
9768,1418268,CON TOMATO CHERRY RED,65
9771,1418271,CON LEEK,249
9772,1418272,CON LEMON GRASS,39
9779,1418279,CON PARSLEY,39
9788,1418288,CON ZUCCHINI GREEN,199
9789,1418289,CON ZUCCHINI YELLOW,239
9792,1418292,CON AVOCADO INDIAN,599
9837,1418340,MUSKMELON STRIPED,149
9840,1418343,SUN MELON,99
9913,1333614,NATURES  MIRACLE CIRCUS MEGA  MIX 1 KG,449
